id,upload_date,cumulative_no,First_ts,First_sr
2251,1/21/2021,28,Yebyu,Tanintharyi
2252,1/21/2021,27,Ramree,Rakhine
2253,1/21/2021,27,Budalin,Sagaing
2254,1/21/2021,27,Katha,Sagaing
2255,1/21/2021,27,Falam,Chin
2256,1/21/2021,25,Kawthoung,Tanintharyi
2257,1/21/2021,25,Khin-U,Sagaing
2258,1/21/2021,24,Tonzang,Chin
2259,1/21/2021,24,Thabaung,Ayeyarwady
2260,1/21/2021,23,Hakha,Chin
2261,1/21/2021,23,Myaung,Sagaing
2262,1/21/2021,23,Singu,Mandalay
2263,1/21/2021,22,Pinlaung,Shan
2264,1/21/2021,22,Shwegu,Kachin
2265,1/21/2021,22,Kyunhla,Sagaing
2266,1/21/2021,21,Loilen,Shan
2267,1/21/2021,20,Bhamo,Kachin
2268,1/21/2021,20,Namhsan,Shan
2269,1/21/2021,19,Kamma,Magway
2270,1/21/2021,19,Kutkai,Shan
2271,1/21/2021,17,Hsihseng,Shan
2272,1/21/2021,17,Thayetchaung,Tanintharyi
2273,1/21/2021,17,Ngape,Magway
2274,1/21/2021,16,Mongyawng,Shan
2275,1/21/2021,16,Ayadaw,Sagaing
2276,1/21/2021,16,Mogaung,Kachin
2277,1/21/2021,16,Pindaya,Shan
2278,1/21/2021,16,Waingmaw,Kachin
2279,1/21/2021,15,Kalewa,Sagaing
2280,1/21/2021,14,Kyunsu,Tanintharyi
2281,1/21/2021,14,Hsipaw,Shan
2282,1/21/2021,13,Kyainseikgyi,Kayin
2283,1/21/2021,13,Munaung,Rakhine
2284,1/21/2021,13,Ngapudaw,Ayeyarwady
2285,1/21/2021,13,Saw,Magway
2286,1/21/2021,12,Bokpyin,Tanintharyi
2287,1/21/2021,12,Nyaungshwe,Shan
2288,1/21/2021,12,Mongmit,Shan
2289,1/21/2021,11,Thandaunggyi,Kayin
2290,1/21/2021,10,Hopong,Shan
2291,1/21/2021,9,Momauk,Kachin
2292,1/21/2021,9,Wuntho,Sagaing
2293,1/21/2021,9,Sidoktaya,Magway
2294,1/21/2021,9,Tigyaing,Sagaing
2295,1/21/2021,8,Nansang,Shan
2296,1/21/2021,8,Namtu,Shan
2297,1/21/2021,8,Namhkan,Shan
2298,1/21/2021,8,Pekon,Shan
2299,1/21/2021,8,Kanpetlet,Chin
2300,1/21/2021,8,Tangyan,Shan
2301,1/21/2021,6,Tilin,Magway
2302,1/21/2021,6,Kengtung,Shan
2303,1/21/2021,6,Mindon,Magway
2304,1/21/2021,6,Mabein,Shan
2305,1/21/2021,5,Monghpyak,Shan
2306,1/21/2021,5,Thantlang,Chin
2307,1/21/2021,5,Puta-O,Kachin
2308,1/21/2021,5,Paungbyin,Sagaing
2309,1/21/2021,5,Mongton,Shan
2310,1/21/2021,5,Mongping,Shan
2311,1/21/2021,4,Hkamti,Sagaing
2312,1/21/2021,4,Demoso,Kayah
2313,1/21/2021,4,Mongnai,Shan
2314,1/21/2021,4,Nanyun,Sagaing
2315,1/21/2021,3,Hpapun,Kayin
2316,1/21/2021,3,Monghsat,Shan
2317,1/21/2021,3,Monghsu,Shan
2318,1/21/2021,2,Langkho,Shan
2319,1/21/2021,2,Lay Shi,Sagaing
2320,1/21/2021,2,Mese,Kayah
2321,1/22/2021,6057,Mingaladon,Yangon
2322,1/22/2021,5854,North Okkalapa,Yangon
2323,1/22/2021,4823,Hlaingtharya,Yangon
2324,1/22/2021,4635,Insein,Yangon
2325,1/22/2021,4558,Thingangyun,Yangon
2326,1/22/2021,3879,Mayangone,Yangon
2327,1/22/2021,3806,Shwepyithar,Yangon
2329,1/22/2021,3211,Dagon Myothit (South),Yangon
2330,1/22/2021,3028,Tamwe,Yangon
2331,1/22/2021,3005,South Okkalapa,Yangon
2332,1/22/2021,2976,Hlaing,Yangon
2333,1/22/2021,2869,Thanlyin,Yangon
2334,1/22/2021,2727,Chanayethazan,Mandalay
2335,1/22/2021,2580,Aungmyaythazan,Mandalay
2336,1/22/2021,2530,Mahaaungmyay,Mandalay
2337,1/22/2021,2494,Kamaryut,Yangon
2338,1/22/2021,2404,Thaketa,Yangon
2339,1/22/2021,2338,Dagon Myothit (North),Yangon
2340,1/22/2021,2169,Hmawbi,Yangon
2341,1/22/2021,2074,Dagon Myothit (East),Yangon
2342,1/22/2021,2047,Kyeemyindaing,Yangon
2343,1/22/2021,2045,Sanchaung,Yangon
2344,1/22/2021,2000,Chanmyathazi,Mandalay
2345,1/22/2021,1872,Mingalartaungnyunt,Yangon
2346,1/22/2021,1625,Amarapura,Mandalay
2347,1/22/2021,1559,Sittwe,Rakhine
2348,1/22/2021,1555,Bahan,Yangon
2349,1/22/2021,1512,Mawlamyine,Mon
2350,1/22/2021,1414,Dala,Yangon
2351,1/22/2021,1310,Yankin,Yangon
2352,1/22/2021,1302,Lanmadaw,Yangon
2353,1/22/2021,1260,Dagon Myothit (Seikkan),Yangon
2354,1/22/2021,1176,Botahtaung,Yangon
2355,1/22/2021,1126,Hlegu,Yangon
2356,1/22/2021,1115,Ahlone,Yangon
2357,1/22/2021,1109,Dawbon,Yangon
2358,1/22/2021,1001,Pyigyitagon,Mandalay
2359,1/22/2021,961,Kyauktan,Yangon
2360,1/22/2021,930,Twantay,Yangon
2361,1/22/2021,884,Pabedan,Yangon
2362,1/22/2021,834,Pazundaung,Yangon
2363,1/22/2021,810,Latha,Yangon
2364,1/22/2021,798,Pathein,Ayeyarwady
2365,1/22/2021,759,Hinthada,Ayeyarwady
2366,1/22/2021,707,Patheingyi,Mandalay
2367,1/22/2021,706,Dagon,Yangon
2368,1/22/2021,663,Taikkyi,Yangon
2369,1/22/2021,646,Kyauktada,Yangon
2370,1/22/2021,641,Htantabin,Yangon
2371,1/22/2021,610,Aunglan,Magway
2372,1/22/2021,569,Hpa-An,Kayin
2373,1/22/2021,549,Sagaing,Sagaing
2375,1/22/2021,516,Zay Yar Thi Ri,Nay Pyi Taw
2376,1/22/2021,508,Maubin,Ayeyarwady
2378,1/22/2021,501,Mawlamyinegyun,Ayeyarwady
2379,1/22/2021,489,Myingyan,Mandalay
2380,1/22/2021,481,Thaton,Mon
2381,1/22/2021,472,Hpakant,Kachin
2382,1/22/2021,471,Kale,Sagaing
2384,1/22/2021,447,Kyaukpyu,Rakhine
2385,1/22/2021,443,Magway,Magway
2386,1/22/2021,441,Seikgyikanaungto,Yangon
2388,1/22/2021,439,Kayan,Yangon
2389,1/22/2021,433,Dedaye,Ayeyarwady
2391,1/22/2021,423,Thongwa,Yangon
2392,1/22/2021,402,Myawaddy,Kayin
2393,1/22/2021,399,Maungdaw,Rakhine
2396,1/22/2021,323,Sintgaing,Mandalay
2397,1/22/2021,321,Kawhmu,Yangon
2398,1/22/2021,319,Myeik,Tanintharyi
2399,1/22/2021,313,Kyaikto,Mon
2400,1/22/2021,302,Kungyangon,Yangon
2401,1/22/2021,285,Taungtha,Mandalay
2402,1/22/2021,280,Salin,Magway
2403,1/22/2021,277,Bogale,Ayeyarwady
2404,1/22/2021,275,Kyonpyaw,Ayeyarwady
2405,1/22/2021,265,Kyauktaw,Rakhine
2406,1/22/2021,265,Mrauk-U,Rakhine
2408,1/22/2021,258,Kyaiklat,Ayeyarwady
2409,1/22/2021,257,Taungdwingyi,Magway
2410,1/22/2021,249,Labutta,Ayeyarwady
2412,1/22/2021,244,Myothit,Magway
2413,1/22/2021,244,Pyapon,Ayeyarwady
2414,1/22/2021,244,Nyaungdon,Ayeyarwady
2415,1/22/2021,240,Za Bu Thi Ri,Nay Pyi Taw
2416,1/22/2021,239,Meiktila,Mandalay
2417,1/22/2021,239,Minbu,Magway
2418,1/22/2021,237,Taunggyi,Shan
2420,1/22/2021,225,Shwebo,Sagaing
2422,1/22/2021,219,Kawkareik,Kayin
2423,1/22/2021,219,Myaungmya,Ayeyarwady
2424,1/22/2021,219,Kyaukse,Mandalay
2425,1/22/2021,219,Monywa,Sagaing
2426,1/22/2021,207,Pyinoolwin,Mandalay
2428,1/22/2021,202,Natmauk,Magway
2431,1/22/2021,195,Buthidaung,Rakhine
2432,1/22/2021,182,Kyaukpadaung,Mandalay
2433,1/22/2021,180,Toungup,Rakhine
2436,1/22/2021,172,Ann,Rakhine
2437,1/22/2021,166,Bilin,Mon
2438,1/22/2021,162,Ingapu,Ayeyarwady
2439,1/22/2021,158,Chauk,Magway
2440,1/22/2021,155,Yenangyaung,Magway
2441,1/22/2021,152,Rathedaung,Rakhine
2442,1/22/2021,150,Ye,Mon
2443,1/22/2021,144,Tedim,Chin
2444,1/22/2021,144,Paung,Mon
2446,1/22/2021,140,Nyaung-U,Mandalay
2447,1/22/2021,137,Pakokku,Magway
2448,1/22/2021,133,Kanbalu,Sagaing
2449,1/22/2021,132,Myitkyina,Kachin
2450,1/22/2021,131,Yegyi,Ayeyarwady
2452,1/22/2021,126,Pauktaw,Rakhine
2453,1/22/2021,124,Madaya,Mandalay
2454,1/22/2021,121,Thazi,Mandalay
2457,1/22/2021,120,Tada-U,Mandalay
2458,1/22/2021,119,Thandwe,Rakhine
2459,1/22/2021,119,Dawei,Tanintharyi
2460,1/22/2021,115,Pyawbwe,Mandalay
2461,1/22/2021,114,Poke Ba Thi Ri,Nay Pyi Taw
2462,1/22/2021,114,Tamu,Sagaing
2464,1/22/2021,112,Myittha,Mandalay
2465,1/22/2021,110,Danubyu,Ayeyarwady
2466,1/22/2021,105,Ponnagyun,Rakhine
2468,1/22/2021,105,Kalaw,Shan
2469,1/22/2021,105,Wakema,Ayeyarwady
2470,1/22/2021,104,Tachileik,Shan
2471,1/22/2021,104,Natogyi,Mandalay
2472,1/22/2021,103,Lewe,Nay Pyi Taw
2473,1/22/2021,99,Myebon,Rakhine
2474,1/22/2021,99,Pyinmana,Nay Pyi Taw
2475,1/22/2021,99,Wundwin,Mandalay
2477,1/22/2021,97,Myaing,Magway
2478,1/22/2021,95,Yamethin,Mandalay
2479,1/22/2021,94,Ngazun,Mandalay
2480,1/22/2021,92,Minbya,Rakhine
2481,1/22/2021,90,Pwintbyu,Magway
2482,1/22/2021,89,Mudon,Mon
2483,1/22/2021,89,Yinmarbin,Sagaing
2484,1/22/2021,84,Salingyi,Sagaing
2485,1/22/2021,83,Kyaunggon,Ayeyarwady
2487,1/22/2021,78,Hlaingbwe,Kayin
2488,1/22/2021,75,Kyaikmaraw,Mon
2489,1/22/2021,75,Gangaw,Magway
2491,1/22/2021,71,Muse,Shan
2492,1/22/2021,68,Thayet,Magway
2493,1/22/2021,68,Kangyidaunt,Ayeyarwady
2494,1/22/2021,66,Thanbyuzayat,Mon
2495,1/22/2021,65,Mogoke,Mandalay
2496,1/22/2021,64,Loikaw,Kayah
2497,1/22/2021,62,Einme,Ayeyarwady
2498,1/22/2021,61,Chaungzon,Mon
2499,1/22/2021,60,Kawlin,Sagaing
2500,1/22/2021,60,Lemyethna,Ayeyarwady
2501,1/22/2021,58,Seikphyu,Magway
2502,1/22/2021,57,Taze,Sagaing
2503,1/22/2021,56,Lashio,Shan
2504,1/22/2021,55,Ywangan,Shan
2506,1/22/2021,51,Tatkon,Nay Pyi Taw
2508,1/22/2021,49,Mahlaing,Mandalay
2509,1/22/2021,48,Mohnyin,Kachin
2510,1/22/2021,48,Thabeikkyin,Mandalay
2512,1/22/2021,45,Launglon,Tanintharyi
2513,1/22/2021,45,Indaw,Sagaing
2514,1/22/2021,44,Mindat,Chin
2515,1/22/2021,44,Oke Ta Ra Thi Ri,Nay Pyi Taw
2516,1/22/2021,44,Chaung-U,Sagaing
2517,1/22/2021,43,Palaw,Tanintharyi
2518,1/22/2021,42,Zalun,Ayeyarwady
2519,1/22/2021,41,Sinbaungwe,Magway
2520,1/22/2021,40,Wetlet,Sagaing
2521,1/22/2021,40,Myanaung,Ayeyarwady
2522,1/22/2021,39,Gwa,Rakhine
2523,1/22/2021,39,Pale,Sagaing
2524,1/22/2021,38,Homalin,Sagaing
2525,1/22/2021,38,Pantanaw,Ayeyarwady
2526,1/22/2021,37,Kyaukme,Shan
2527,1/22/2021,37,Kyangin,Ayeyarwady
2528,1/22/2021,37,Minhla,Magway
2529,1/22/2021,37,Tabayin,Sagaing
2530,1/22/2021,37,Yesagyo,Magway
2531,1/22/2021,36,Mingin,Sagaing
2532,1/22/2021,35,Det Khi Na Thi Ri,Nay Pyi Taw
2533,1/22/2021,35,Nawnghkio,Shan
2534,1/22/2021,34,Ye-U,Sagaing
2535,1/22/2021,32,Pauk,Magway
2536,1/22/2021,31,Kani,Sagaing
2537,1/22/2021,31,Lawksawk,Shan
2538,1/22/2021,30,Matupi,Chin
2539,1/22/2021,30,Paletwa,Chin
2540,1/22/2021,29,Myinmu,Sagaing
2541,1/22/2021,28,Yebyu,Tanintharyi
2542,1/22/2021,28,Katha,Sagaing
2543,1/22/2021,28,Singu,Mandalay
2544,1/22/2021,27,Ramree,Rakhine
2545,1/22/2021,27,Budalin,Sagaing
2546,1/22/2021,27,Falam,Chin
2547,1/22/2021,26,Myaung,Sagaing
2548,1/22/2021,26,Khin-U,Sagaing
2549,1/22/2021,25,Kawthoung,Tanintharyi
2550,1/22/2021,24,Tonzang,Chin
2551,1/22/2021,24,Thabaung,Ayeyarwady
2552,1/22/2021,23,Hakha,Chin
2553,1/22/2021,22,Pinlaung,Shan
2554,1/22/2021,22,Shwegu,Kachin
2555,1/22/2021,22,Waingmaw,Kachin
2556,1/22/2021,22,Kyunhla,Sagaing
2557,1/22/2021,21,Loilen,Shan
2558,1/22/2021,20,Bhamo,Kachin
2559,1/22/2021,20,Namhsan,Shan
2560,1/22/2021,19,Kamma,Magway
2561,1/22/2021,19,Kutkai,Shan
2562,1/22/2021,18,Hsihseng,Shan
2563,1/22/2021,18,Mogaung,Kachin
2564,1/22/2021,18,Pindaya,Shan
2565,1/22/2021,17,Ayadaw,Sagaing
2566,1/22/2021,17,Thayetchaung,Tanintharyi
2567,1/22/2021,17,Ngape,Magway
2568,1/22/2021,16,Mongyawng,Shan
2569,1/22/2021,15,Kalewa,Sagaing
2570,1/22/2021,14,Kyunsu,Tanintharyi
2571,1/22/2021,14,Hsipaw,Shan
2572,1/22/2021,13,Kyainseikgyi,Kayin
2573,1/22/2021,13,Munaung,Rakhine
2574,1/22/2021,13,Ngapudaw,Ayeyarwady
2575,1/22/2021,13,Saw,Magway
2576,1/22/2021,12,Thandaunggyi,Kayin
2577,1/22/2021,12,Bokpyin,Tanintharyi
2578,1/22/2021,12,Nyaungshwe,Shan
2579,1/22/2021,12,Mongmit,Shan
2580,1/22/2021,10,Hopong,Shan
2581,1/22/2021,9,Momauk,Kachin
2582,1/22/2021,9,Wuntho,Sagaing
2583,1/22/2021,9,Sidoktaya,Magway
2584,1/22/2021,9,Tigyaing,Sagaing
2585,1/22/2021,8,Nansang,Shan
2586,1/22/2021,8,Namtu,Shan
2587,1/22/2021,8,Namhkan,Shan
2588,1/22/2021,8,Pekon,Shan
2589,1/22/2021,8,Kanpetlet,Chin
2590,1/22/2021,8,Tangyan,Shan
2591,1/22/2021,7,Kengtung,Shan
2592,1/22/2021,6,Tilin,Magway
2593,1/22/2021,6,Mindon,Magway
2594,1/22/2021,6,Mabein,Shan
2595,1/22/2021,5,Monghpyak,Shan
2596,1/22/2021,5,Thantlang,Chin
2597,1/22/2021,5,Puta-O,Kachin
2598,1/22/2021,5,Paungbyin,Sagaing
2599,1/22/2021,5,Mongton,Shan
2600,1/22/2021,5,Mongping,Shan
2601,1/22/2021,4,Monghsat,Shan
2602,1/22/2021,4,Hkamti,Sagaing
2603,1/22/2021,4,Demoso,Kayah
2604,1/22/2021,4,Mongnai,Shan
2605,1/22/2021,4,Nanyun,Sagaing
2606,1/22/2021,3,Hpapun,Kayin
2607,1/22/2021,3,Monghsu,Shan
2608,1/22/2021,2,Langkho,Shan
2609,1/22/2021,2,Lay Shi,Sagaing
2610,1/22/2021,2,Mese,Kayah
2611,1/23/2021,6063,Mingaladon,Yangon
2612,1/23/2021,5863,North Okkalapa,Yangon
2613,1/23/2021,4828,Hlaingtharya,Yangon
2614,1/23/2021,4636,Insein,Yangon
2615,1/23/2021,4562,Thingangyun,Yangon
2616,1/23/2021,3882,Mayangone,Yangon
2617,1/23/2021,3806,Shwepyithar,Yangon
2619,1/23/2021,3216,Dagon Myothit (South),Yangon
2620,1/23/2021,3032,Tamwe,Yangon
2621,1/23/2021,3010,South Okkalapa,Yangon
2622,1/23/2021,2981,Hlaing,Yangon
2623,1/23/2021,2870,Thanlyin,Yangon
2624,1/23/2021,2748,Chanayethazan,Mandalay
2625,1/23/2021,2589,Aungmyaythazan,Mandalay
2626,1/23/2021,2542,Mahaaungmyay,Mandalay
2627,1/23/2021,2494,Kamaryut,Yangon
2628,1/23/2021,2406,Thaketa,Yangon
2629,1/23/2021,2343,Dagon Myothit (North),Yangon
2630,1/23/2021,2170,Hmawbi,Yangon
2631,1/23/2021,2077,Dagon Myothit (East),Yangon
2632,1/23/2021,2051,Kyeemyindaing,Yangon
2633,1/23/2021,2049,Sanchaung,Yangon
2634,1/23/2021,2006,Chanmyathazi,Mandalay
2635,1/23/2021,1872,Mingalartaungnyunt,Yangon
2636,1/23/2021,1633,Amarapura,Mandalay
2637,1/23/2021,1559,Sittwe,Rakhine
2638,1/23/2021,1555,Bahan,Yangon
2639,1/23/2021,1516,Mawlamyine,Mon
2640,1/23/2021,1414,Dala,Yangon
2641,1/23/2021,1311,Yankin,Yangon
2642,1/23/2021,1305,Lanmadaw,Yangon
2643,1/23/2021,1261,Dagon Myothit (Seikkan),Yangon
2644,1/23/2021,1176,Botahtaung,Yangon
2645,1/23/2021,1126,Hlegu,Yangon
2646,1/23/2021,1116,Ahlone,Yangon
2647,1/23/2021,1110,Dawbon,Yangon
2648,1/23/2021,1011,Pyigyitagon,Mandalay
2649,1/23/2021,963,Kyauktan,Yangon
2650,1/23/2021,931,Twantay,Yangon
2651,1/23/2021,884,Pabedan,Yangon
2652,1/23/2021,834,Pazundaung,Yangon
2653,1/23/2021,812,Latha,Yangon
2654,1/23/2021,804,Pathein,Ayeyarwady
2655,1/23/2021,768,Hinthada,Ayeyarwady
2656,1/23/2021,717,Patheingyi,Mandalay
2657,1/23/2021,707,Dagon,Yangon
2658,1/23/2021,665,Taikkyi,Yangon
2659,1/23/2021,647,Kyauktada,Yangon
2660,1/23/2021,641,Htantabin,Yangon
2661,1/23/2021,610,Aunglan,Magway
2662,1/23/2021,574,Hpa-An,Kayin
2663,1/23/2021,552,Sagaing,Sagaing
2665,1/23/2021,516,Zay Yar Thi Ri,Nay Pyi Taw
2666,1/23/2021,511,Maubin,Ayeyarwady
2669,1/23/2021,501,Mawlamyinegyun,Ayeyarwady
2670,1/23/2021,498,Myingyan,Mandalay
2671,1/23/2021,490,Hpakant,Kachin
2672,1/23/2021,482,Thaton,Mon
2673,1/23/2021,473,Kale,Sagaing
2675,1/23/2021,450,Magway,Magway
2676,1/23/2021,447,Kyaukpyu,Rakhine
2677,1/23/2021,442,Seikgyikanaungto,Yangon
2679,1/23/2021,439,Kayan,Yangon
2680,1/23/2021,433,Dedaye,Ayeyarwady
2681,1/23/2021,423,Thongwa,Yangon
2682,1/23/2021,402,Myawaddy,Kayin
2683,1/23/2021,399,Maungdaw,Rakhine
2686,1/23/2021,325,Sintgaing,Mandalay
2687,1/23/2021,322,Taungtha,Mandalay
2688,1/23/2021,321,Kawhmu,Yangon
2689,1/23/2021,319,Myeik,Tanintharyi
2690,1/23/2021,313,Kyaikto,Mon
2691,1/23/2021,304,Kungyangon,Yangon
2692,1/23/2021,280,Salin,Magway
2693,1/23/2021,279,Bogale,Ayeyarwady
2694,1/23/2021,276,Kyonpyaw,Ayeyarwady
2696,1/23/2021,265,Kyauktaw,Rakhine
2697,1/23/2021,265,Mrauk-U,Rakhine
2698,1/23/2021,258,Kyaiklat,Ayeyarwady
2699,1/23/2021,257,Taungdwingyi,Magway
2701,1/23/2021,249,Labutta,Ayeyarwady
2702,1/23/2021,245,Nyaungdon,Ayeyarwady
2703,1/23/2021,244,Myothit,Magway
2704,1/23/2021,244,Pyapon,Ayeyarwady
2705,1/23/2021,240,Za Bu Thi Ri,Nay Pyi Taw
2706,1/23/2021,240,Meiktila,Mandalay
2707,1/23/2021,240,Minbu,Magway
2708,1/23/2021,237,Taunggyi,Shan
2711,1/23/2021,226,Shwebo,Sagaing
2712,1/23/2021,226,Monywa,Sagaing
2713,1/23/2021,222,Kyaukse,Mandalay
2714,1/23/2021,219,Kawkareik,Kayin
2715,1/23/2021,219,Myaungmya,Ayeyarwady
2716,1/23/2021,208,Pyinoolwin,Mandalay
2718,1/23/2021,202,Natmauk,Magway
2721,1/23/2021,195,Buthidaung,Rakhine
2722,1/23/2021,184,Kyaukpadaung,Mandalay
2723,1/23/2021,182,Toungup,Rakhine
2726,1/23/2021,172,Ann,Rakhine
2727,1/23/2021,172,Ingapu,Ayeyarwady
2728,1/23/2021,166,Bilin,Mon
2729,1/23/2021,162,Chauk,Magway
2730,1/23/2021,158,Yenangyaung,Magway
2731,1/23/2021,152,Rathedaung,Rakhine
2732,1/23/2021,150,Ye,Mon
2733,1/23/2021,145,Tedim,Chin
2734,1/23/2021,144,Paung,Mon
2736,1/23/2021,141,Myitkyina,Kachin
2737,1/23/2021,141,Nyaung-U,Mandalay
2738,1/23/2021,137,Pakokku,Magway
2739,1/23/2021,135,Kanbalu,Sagaing
2740,1/23/2021,131,Yegyi,Ayeyarwady
2742,1/23/2021,126,Pauktaw,Rakhine
2743,1/23/2021,124,Madaya,Mandalay
2744,1/23/2021,121,Thandwe,Rakhine
2745,1/23/2021,121,Thazi,Mandalay
2748,1/23/2021,120,Tada-U,Mandalay
2749,1/23/2021,119,Dawei,Tanintharyi
2750,1/23/2021,115,Pyawbwe,Mandalay
2751,1/23/2021,115,Tamu,Sagaing
2752,1/23/2021,114,Poke Ba Thi Ri,Nay Pyi Taw
2753,1/23/2021,113,Myittha,Mandalay
2755,1/23/2021,110,Danubyu,Ayeyarwady
2756,1/23/2021,105,Ponnagyun,Rakhine
2758,1/23/2021,105,Kalaw,Shan
2759,1/23/2021,105,Wakema,Ayeyarwady
2760,1/23/2021,105,Natogyi,Mandalay
2761,1/23/2021,104,Tachileik,Shan
2762,1/23/2021,103,Lewe,Nay Pyi Taw
2763,1/23/2021,100,Wundwin,Mandalay
2764,1/23/2021,99,Myebon,Rakhine
2765,1/23/2021,99,Pyinmana,Nay Pyi Taw
2767,1/23/2021,97,Myaing,Magway
2768,1/23/2021,96,Ngazun,Mandalay
2769,1/23/2021,95,Yamethin,Mandalay
2770,1/23/2021,92,Minbya,Rakhine
2771,1/23/2021,90,Pwintbyu,Magway
2772,1/23/2021,89,Mudon,Mon
2773,1/23/2021,89,Yinmarbin,Sagaing
2774,1/23/2021,84,Salingyi,Sagaing
2775,1/23/2021,83,Kyaunggon,Ayeyarwady
2776,1/23/2021,82,Lashio,Shan
2778,1/23/2021,78,Hlaingbwe,Kayin
2779,1/23/2021,77,Mogoke,Mandalay
2780,1/23/2021,75,Kyaikmaraw,Mon
2781,1/23/2021,75,Gangaw,Magway
2783,1/23/2021,71,Muse,Shan
2784,1/23/2021,68,Thayet,Magway
2785,1/23/2021,68,Kangyidaunt,Ayeyarwady
2786,1/23/2021,66,Thanbyuzayat,Mon
2787,1/23/2021,64,Loikaw,Kayah
2788,1/23/2021,62,Einme,Ayeyarwady
2789,1/23/2021,61,Chaungzon,Mon
2790,1/23/2021,60,Kawlin,Sagaing
2791,1/23/2021,60,Lemyethna,Ayeyarwady
2792,1/23/2021,58,Seikphyu,Magway
2793,1/23/2021,57,Taze,Sagaing
2794,1/23/2021,55,Ywangan,Shan
2795,1/23/2021,54,Mohnyin,Kachin
2797,1/23/2021,51,Tatkon,Nay Pyi Taw
2799,1/23/2021,50,Mahlaing,Mandalay
2800,1/23/2021,48,Thabeikkyin,Mandalay
2802,1/23/2021,45,Launglon,Tanintharyi
2803,1/23/2021,45,Indaw,Sagaing
2804,1/23/2021,45,Chaung-U,Sagaing
2805,1/23/2021,44,Mindat,Chin
2806,1/23/2021,44,Oke Ta Ra Thi Ri,Nay Pyi Taw
2807,1/23/2021,43,Palaw,Tanintharyi
2808,1/23/2021,42,Wetlet,Sagaing
2809,1/23/2021,42,Zalun,Ayeyarwady
2810,1/23/2021,41,Sinbaungwe,Magway
2811,1/23/2021,40,Mingin,Sagaing
2812,1/23/2021,40,Myanaung,Ayeyarwady
2813,1/23/2021,39,Gwa,Rakhine
2814,1/23/2021,39,Pale,Sagaing
2815,1/23/2021,38,Kyaukme,Shan
2816,1/23/2021,38,Tabayin,Sagaing
2817,1/23/2021,38,Homalin,Sagaing
2818,1/23/2021,38,Pantanaw,Ayeyarwady
2819,1/23/2021,37,Kyangin,Ayeyarwady
2820,1/23/2021,37,Minhla,Magway
2821,1/23/2021,37,Yesagyo,Magway
2822,1/23/2021,35,Det Khi Na Thi Ri,Nay Pyi Taw
2823,1/23/2021,35,Nawnghkio,Shan
2824,1/23/2021,34,Ye-U,Sagaing
2825,1/23/2021,32,Pauk,Magway
2826,1/23/2021,31,Kani,Sagaing
2827,1/23/2021,31,Lawksawk,Shan
2828,1/23/2021,30,Matupi,Chin
2829,1/23/2021,30,Paletwa,Chin
2830,1/23/2021,29,Myinmu,Sagaing
2831,1/23/2021,29,Katha,Sagaing
2832,1/23/2021,29,Singu,Mandalay
2833,1/23/2021,28,Yebyu,Tanintharyi
2834,1/23/2021,27,Ramree,Rakhine
2835,1/23/2021,27,Budalin,Sagaing
2836,1/23/2021,27,Falam,Chin
2837,1/23/2021,26,Myaung,Sagaing
2838,1/23/2021,26,Khin-U,Sagaing
2839,1/23/2021,25,Kawthoung,Tanintharyi
2840,1/23/2021,24,Tonzang,Chin
2841,1/23/2021,24,Thabaung,Ayeyarwady
2842,1/23/2021,23,Hakha,Chin
2843,1/23/2021,23,Pinlaung,Shan
2844,1/23/2021,22,Shwegu,Kachin
2845,1/23/2021,22,Waingmaw,Kachin
2846,1/23/2021,22,Kyunhla,Sagaing
2847,1/23/2021,21,Loilen,Shan
2848,1/23/2021,20,Mogaung,Kachin
2849,1/23/2021,20,Bhamo,Kachin
2850,1/23/2021,20,Namhsan,Shan
2851,1/23/2021,20,Kutkai,Shan
2852,1/23/2021,19,Hsihseng,Shan
2853,1/23/2021,19,Kamma,Magway
2854,1/23/2021,18,Pindaya,Shan
2855,1/23/2021,17,Ayadaw,Sagaing
2856,1/23/2021,17,Thayetchaung,Tanintharyi
2857,1/23/2021,17,Ngape,Magway
2858,1/23/2021,16,Mongyawng,Shan
2859,1/23/2021,15,Kyainseikgyi,Kayin
2860,1/23/2021,15,Kalewa,Sagaing
2861,1/23/2021,14,Ngapudaw,Ayeyarwady
2862,1/23/2021,14,Kyunsu,Tanintharyi
2863,1/23/2021,14,Hsipaw,Shan
2864,1/23/2021,13,Munaung,Rakhine
2865,1/23/2021,13,Saw,Magway
2866,1/23/2021,12,Momauk,Kachin
2867,1/23/2021,12,Thandaunggyi,Kayin
2868,1/23/2021,12,Bokpyin,Tanintharyi
2869,1/23/2021,12,Nyaungshwe,Shan
2870,1/23/2021,12,Mongmit,Shan
2871,1/23/2021,11,Hopong,Shan
2872,1/23/2021,9,Wuntho,Sagaing
2873,1/23/2021,9,Sidoktaya,Magway
2874,1/23/2021,9,Tigyaing,Sagaing
2875,1/23/2021,8,Nansang,Shan
2876,1/23/2021,8,Namtu,Shan
2877,1/23/2021,8,Namhkan,Shan
2878,1/23/2021,8,Pekon,Shan
2879,1/23/2021,8,Kanpetlet,Chin
2880,1/23/2021,8,Tangyan,Shan
2881,1/23/2021,7,Kengtung,Shan
2882,1/23/2021,6,Puta-O,Kachin
2883,1/23/2021,6,Tilin,Magway
